Id,Expected
train_455,dome_outer
train_456,flying_buttress
train_457,gargoyle
train_458,apse
train_459,bell_tower
train_460,bell_tower
train_461,dome_inner
train_462,apse
train_463,vault
train_464,apse
train_465,altar
train_466,altar
train_467,dome_inner
train_468,apse
train_469,gargoyle
train_470,dome_inner
train_471,dome_outer
train_472,column
train_473,bell_tower
train_474,altar
train_475,bell_tower
train_476,dome_outer
train_477,gargoyle
train_478,dome_inner
train_479,dome_inner
train_480,column
train_481,column
train_482,dome_outer
train_483,dome_outer
train_484,dome_outer
train_485,altar
train_486,dome_inner
train_487,column
train_488,dome_inner
train_489,dome_inner
train_490,stained_glass
train_491,column
train_492,dome_outer
train_493,gargoyle
train_494,dome_inner
train_495,bell_tower
train_496,dome_inner
train_497,bell_tower
train_498,stained_glass
train_499,dome_inner
train_500,gargoyle
train_501,column
train_502,stained_glass
train_503,gargoyle
train_504,vault
train_505,column
train_506,vault
train_507,stained_glass
train_508,dome_inner
train_509,altar
train_510,gargoyle
train_511,vault
train_512,gargoyle
train_513,vault
train_514,column
train_515,bell_tower
train_516,dome_inner
train_517,gargoyle
train_518,column
train_519,stained_glass
train_520,dome_inner
train_521,apse
train_522,apse
train_523,column
train_524,column
train_525,dome_outer
train_526,column
train_527,column
train_528,vault
train_529,column
train_530,altar
train_531,stained_glass
train_532,bell_tower
train_533,bell_tower
train_534,dome_outer
train_535,vault
train_536,dome_outer
train_537,stained_glass
train_538,bell_tower
train_539,column
train_540,dome_outer
train_541,column
train_542,column
train_543,apse
train_544,column
train_545,apse
train_546,column
train_547,vault
train_548,dome_inner
train_549,altar
train_550,bell_tower
train_551,bell_tower
train_552,column
train_553,bell_tower
train_554,vault
train_555,stained_glass
train_556,vault
train_557,gargoyle
train_558,bell_tower
train_559,altar
train_560,flying_buttress
train_561,gargoyle
train_562,vault
train_563,apse
train_564,vault
train_565,altar
train_566,column
train_567,dome_inner
train_568,column
train_569,bell_tower
train_570,stained_glass
train_571,vault
train_572,dome_inner
train_573,stained_glass
train_574,column
train_575,vault
train_576,altar
train_577,altar
train_578,dome_outer
train_579,stained_glass
train_580,vault
train_581,dome_outer
train_582,column
train_583,column
train_584,dome_outer
train_585,stained_glass
train_586,flying_buttress
train_587,bell_tower
train_588,altar
train_589,bell_tower
train_590,bell_tower
train_591,apse
train_592,column
train_593,column
train_594,column
train_595,column
train_596,gargoyle
train_597,apse
train_598,altar
train_599,vault
train_600,bell_tower
train_601,column
train_602,gargoyle
train_603,vault
train_604,vault
train_605,flying_buttress
train_606,column
train_607,bell_tower
train_608,apse
train_609,bell_tower
train_610,stained_glass
train_611,column
train_612,dome_outer
train_613,dome_outer
train_614,stained_glass
train_615,bell_tower
train_616,altar
train_617,column
train_618,flying_buttress
train_619,column
train_620,vault
train_621,stained_glass
train_622,column
train_623,apse
train_624,vault
train_625,gargoyle
train_626,apse
train_627,bell_tower
train_628,altar
train_629,altar
train_630,dome_outer
train_631,altar
train_632,gargoyle
train_633,altar
train_634,dome_inner
train_635,vault
train_636,stained_glass
train_637,altar
train_638,flying_buttress
train_639,apse
train_640,column
train_641,vault
train_642,stained_glass
train_643,bell_tower
train_644,dome_outer
train_645,dome_inner
train_646,dome_inner
train_647,column
train_648,stained_glass
train_649,stained_glass
train_650,gargoyle
train_651,vault
train_652,column
train_653,dome_inner
train_654,dome_outer
train_655,gargoyle
train_656,bell_tower
train_657,column
train_658,gargoyle
train_659,bell_tower
train_660,column
train_661,dome_outer
train_662,stained_glass
train_663,dome_outer
train_664,altar
train_665,gargoyle
train_666,gargoyle
train_667,bell_tower
train_668,gargoyle
train_669,bell_tower
train_670,apse
train_671,bell_tower
train_672,bell_tower
train_673,gargoyle
train_674,column
train_675,column
train_676,gargoyle
train_677,dome_inner
train_678,column
train_679,altar
train_680,column
train_681,column
train_682,bell_tower
train_683,stained_glass
train_684,vault
train_685,dome_outer
train_686,dome_outer
train_687,altar
train_688,dome_inner
train_689,gargoyle
train_690,column
train_691,stained_glass
train_692,vault
train_693,vault
train_694,gargoyle
train_695,flying_buttress
train_696,altar
train_697,vault
train_698,bell_tower
train_699,altar
train_700,bell_tower
train_701,dome_outer
train_702,altar
train_703,column
train_704,vault
train_705,vault
train_706,gargoyle
train_707,vault
train_708,dome_outer
train_709,gargoyle
train_710,gargoyle
train_711,dome_inner
train_712,dome_inner
train_713,column
train_714,dome_inner
train_715,column
train_716,vault
train_717,vault
train_718,vault
train_719,stained_glass
train_720,gargoyle
train_721,vault
train_722,bell_tower
train_723,bell_tower
train_724,column
train_725,column
train_726,bell_tower
train_727,apse
train_728,stained_glass
train_729,vault
train_730,bell_tower
train_731,column
train_732,stained_glass
train_733,vault
train_734,stained_glass
train_735,column
train_736,altar
train_737,apse
train_738,dome_outer
train_739,apse
train_740,vault
train_741,bell_tower
train_742,vault
train_743,gargoyle
train_744,vault
train_745,dome_outer
train_746,gargoyle
train_747,apse
train_748,gargoyle
train_749,stained_glass
train_750,bell_tower
train_751,gargoyle
train_752,column
train_753,dome_outer
train_754,stained_glass
train_755,gargoyle
train_756,bell_tower
train_757,gargoyle
train_758,dome_inner
train_759,column
train_760,bell_tower
train_761,vault
train_762,bell_tower
train_763,stained_glass
train_764,stained_glass
train_765,column
train_766,stained_glass
train_767,gargoyle
train_768,stained_glass
train_769,gargoyle
train_770,vault
train_771,dome_inner
train_772,column
train_773,column
train_774,dome_outer
train_775,altar
train_776,column
train_777,dome_outer
train_778,dome_inner
train_779,dome_inner
train_780,altar
train_781,gargoyle
train_782,flying_buttress
train_783,gargoyle
train_784,column
train_785,bell_tower
train_786,stained_glass
train_787,bell_tower
train_788,apse
train_789,dome_outer
train_790,dome_inner
train_791,dome_inner
train_792,altar
train_793,gargoyle
train_794,stained_glass
train_795,column
train_796,bell_tower
train_797,gargoyle
train_798,stained_glass
train_799,vault
train_800,altar
train_801,vault
train_802,dome_inner
train_803,vault
train_804,bell_tower
train_805,column
train_806,bell_tower
train_807,gargoyle
train_808,gargoyle
train_809,altar
train_810,dome_inner
train_811,gargoyle
train_812,column
train_813,flying_buttress
train_814,vault
train_815,gargoyle
train_816,vault
train_817,column
train_818,dome_outer
train_819,dome_outer
train_820,flying_buttress
train_821,dome_outer
train_822,bell_tower
train_823,flying_buttress
train_824,column
train_825,bell_tower
train_826,vault
train_827,gargoyle
train_828,vault
train_829,altar
train_830,bell_tower
train_831,apse
train_832,vault
train_833,stained_glass
train_834,gargoyle
train_835,dome_outer
train_836,bell_tower
train_837,column
train_838,vault
train_839,bell_tower
train_840,altar
train_841,altar
train_842,dome_outer
train_843,column
train_844,altar
train_845,stained_glass
train_846,dome_outer
train_847,stained_glass
train_848,dome_outer
train_849,column
train_850,altar
train_851,column
train_852,column
train_853,gargoyle
train_854,gargoyle
train_855,gargoyle
train_856,altar
train_857,gargoyle
train_858,gargoyle
train_859,vault
train_860,vault
train_861,column
train_862,stained_glass
train_863,vault
train_864,altar
train_865,dome_outer
train_866,altar
train_867,vault
train_868,dome_outer
train_869,column
train_870,bell_tower
train_871,dome_inner
train_872,altar
train_873,vault
train_874,column
train_875,gargoyle
train_876,column
train_877,dome_outer
train_878,column
train_879,column
train_880,dome_inner
train_881,column
train_882,column
train_883,stained_glass
train_884,column
train_885,bell_tower
train_886,column
train_887,vault
train_888,gargoyle
train_889,gargoyle
train_890,flying_buttress
train_891,vault
train_892,column
train_893,gargoyle
train_894,altar
train_895,gargoyle
train_896,dome_outer
train_897,dome_outer
train_898,gargoyle
train_899,dome_outer
train_900,gargoyle
train_901,dome_inner
train_902,stained_glass
train_903,column
train_904,dome_outer
train_905,gargoyle
train_906,apse
train_907,gargoyle
train_908,stained_glass
train_909,bell_tower
train_910,stained_glass
train_911,vault
train_912,gargoyle
train_913,bell_tower
train_914,dome_inner
train_915,bell_tower
train_916,vault
train_917,flying_buttress
train_918,column
train_919,column
train_920,column
train_921,column
train_922,stained_glass
train_923,dome_inner
train_924,vault
train_925,vault
train_926,altar
train_927,gargoyle
train_928,bell_tower
train_929,flying_buttress
train_930,column
train_931,dome_outer
train_932,apse
train_933,bell_tower
train_934,stained_glass
train_935,altar
train_936,bell_tower
train_937,vault
train_938,dome_inner
train_939,column
train_940,bell_tower
train_941,dome_outer
train_942,stained_glass
train_943,dome_outer
train_944,stained_glass
train_945,stained_glass
train_946,dome_inner
train_947,column
train_948,altar
train_949,stained_glass
train_950,vault
train_951,vault
train_952,vault
train_953,stained_glass
train_954,vault
train_955,bell_tower
train_956,dome_outer
train_957,apse
train_958,altar
train_959,dome_outer
train_960,column
train_961,stained_glass
train_962,altar
train_963,gargoyle
train_964,gargoyle
train_965,dome_outer
train_966,column
train_967,vault
train_968,bell_tower
train_969,stained_glass
train_970,column
train_971,altar
train_972,dome_outer
train_973,dome_inner
train_974,gargoyle
train_975,gargoyle
train_976,altar
train_977,altar
train_978,stained_glass
train_979,dome_inner
train_980,gargoyle
train_981,altar
train_982,bell_tower
train_983,gargoyle
train_984,gargoyle
train_985,vault
train_986,apse
train_987,altar
train_988,gargoyle
train_989,gargoyle
train_990,altar
train_991,bell_tower
train_992,column
train_993,column
train_994,gargoyle
train_995,column
train_996,flying_buttress
train_997,vault
train_998,flying_buttress
train_999,vault
train_1000,stained_glass
train_1001,column
train_1002,dome_inner
train_1003,dome_inner
train_1004,column
train_1005,stained_glass
train_1006,altar
train_1007,gargoyle
train_1008,column
train_1009,stained_glass
train_1010,dome_outer
train_1011,vault
train_1012,altar
train_1013,column
train_1014,stained_glass
train_1015,stained_glass
train_1016,stained_glass
train_1017,dome_outer
train_1018,column
train_1019,bell_tower
train_1020,column
train_1021,dome_inner
train_1022,vault
train_1023,dome_inner
train_1024,column
train_1025,stained_glass
train_1026,gargoyle
train_1027,dome_inner
train_1028,stained_glass
train_1029,column
train_1030,column
train_1031,column
train_1032,altar
train_1033,apse
train_1034,altar
train_1035,dome_outer
train_1036,apse
train_1037,bell_tower
train_1038,bell_tower
train_1039,altar
train_1040,gargoyle
train_1041,bell_tower
train_1042,stained_glass
train_1043,dome_outer
train_1044,column
train_1045,vault
train_1046,column
train_1047,gargoyle
train_1048,gargoyle
train_1049,altar
train_1050,gargoyle
train_1051,stained_glass
train_1052,gargoyle
train_1053,gargoyle
train_1054,bell_tower
train_1055,gargoyle
train_1056,gargoyle
train_1057,altar
train_1058,gargoyle
train_1059,column
train_1060,gargoyle
train_1061,dome_inner
train_1062,column
train_1063,flying_buttress
train_1064,vault
train_1065,flying_buttress
train_1066,apse
train_1067,vault
train_1068,column
train_1069,column
train_1070,altar
train_1071,dome_outer
train_1072,flying_buttress
train_1073,vault
train_1074,dome_outer
train_1075,gargoyle
train_1076,dome_outer
train_1077,dome_inner
train_1078,apse
train_1079,dome_outer
train_1080,column
train_1081,stained_glass
train_1082,vault
train_1083,vault
train_1084,stained_glass
train_1085,column
train_1086,gargoyle
train_1087,column
train_1088,column
train_1089,column
train_1090,column
train_1091,stained_glass
train_1092,flying_buttress
train_1093,altar
train_1094,gargoyle
train_1095,altar
train_1096,column
train_1097,stained_glass
train_1098,vault
train_1099,stained_glass
train_1100,dome_inner
train_1101,vault
train_1102,dome_inner
train_1103,dome_outer
train_1104,apse
train_1105,vault
train_1106,column
train_1107,column
train_1108,dome_inner
train_1109,dome_outer
train_1110,vault
train_1111,bell_tower
train_1112,column
train_1113,dome_outer
train_1114,bell_tower
train_1115,stained_glass
train_1116,stained_glass
train_1117,dome_outer
train_1118,column
train_1119,altar
train_1120,vault
train_1121,bell_tower
train_1122,dome_inner
train_1123,column
train_1124,altar
train_1125,dome_outer
train_1126,stained_glass
train_1127,altar
train_1128,vault
train_1129,vault
train_1130,bell_tower
train_1131,dome_outer
train_1132,dome_inner
train_1133,dome_outer
train_1134,dome_outer
train_1135,stained_glass
train_1136,flying_buttress
train_1137,column
train_1138,stained_glass
train_1139,stained_glass
train_1140,dome_outer
train_1141,dome_outer
train_1142,vault
train_1143,column
train_1144,stained_glass
train_1145,gargoyle
train_1146,column
train_1147,dome_outer
train_1148,gargoyle
train_1149,dome_outer
train_1150,bell_tower
train_1151,dome_outer
train_1152,dome_outer
train_1153,apse
train_1154,dome_outer
train_1155,stained_glass
train_1156,stained_glass
train_1157,altar
train_1158,bell_tower
train_1159,gargoyle
train_1160,dome_outer
train_1161,dome_outer
train_1162,dome_outer
train_1163,apse
train_1164,dome_inner
train_1165,dome_inner
train_1166,dome_outer
train_1167,flying_buttress
train_1168,apse
train_1169,column
train_1170,dome_outer
train_1171,altar
train_1172,vault
train_1173,bell_tower
train_1174,dome_outer
train_1175,vault
train_1176,stained_glass
train_1177,column
train_1178,gargoyle
train_1179,dome_inner
train_1180,stained_glass
train_1181,vault
train_1182,dome_outer
train_1183,apse
train_1184,column
train_1185,column
train_1186,dome_outer
train_1187,dome_outer
train_1188,altar
train_1189,dome_outer
train_1190,stained_glass
train_1191,gargoyle
train_1192,bell_tower
train_1193,altar
train_1194,column
train_1195,column
train_1196,column
train_1197,bell_tower
train_1198,bell_tower
train_1199,dome_inner
train_1200,dome_inner
train_1201,vault
train_1202,dome_outer
train_1203,dome_outer
train_1204,column
train_1205,bell_tower
train_1206,vault
train_1207,dome_outer
train_1208,dome_inner
train_1209,dome_outer
train_1210,dome_outer
train_1211,altar
train_1212,dome_outer
train_1213,bell_tower
train_1214,dome_outer
train_1215,stained_glass
train_1216,apse
train_1217,gargoyle
train_1218,bell_tower
train_1219,gargoyle
train_1220,vault
train_1221,dome_outer
train_1222,bell_tower
train_1223,stained_glass
train_1224,dome_outer
train_1225,stained_glass
train_1226,flying_buttress
train_1227,stained_glass
train_1228,stained_glass
train_1229,altar
train_1230,vault
train_1231,altar
train_1232,dome_outer
train_1233,altar
train_1234,vault
train_1235,altar
train_1236,apse
train_1237,stained_glass
train_1238,column
train_1239,stained_glass
train_1240,bell_tower
train_1241,gargoyle
train_1242,stained_glass
train_1243,apse
train_1244,apse
train_1245,stained_glass
train_1246,gargoyle
train_1247,gargoyle
train_1248,stained_glass
train_1249,stained_glass
train_1250,column
train_1251,stained_glass
train_1252,dome_inner
train_1253,dome_outer
train_1254,flying_buttress
train_1255,altar
train_1256,stained_glass
train_1257,gargoyle
train_1258,gargoyle
train_1259,vault
train_1260,column
train_1261,apse
train_1262,altar
train_1263,gargoyle
train_1264,dome_inner
train_1265,vault
train_1266,dome_inner
train_1267,dome_inner
train_1268,vault
train_1269,bell_tower
train_1270,bell_tower
train_1271,vault
train_1272,bell_tower
train_1273,bell_tower
train_1274,vault
train_1275,dome_outer
train_1276,column
train_1277,dome_outer
train_1278,vault
train_1279,column
train_1280,dome_inner
train_1281,bell_tower
train_1282,apse
train_1283,bell_tower
train_1284,apse
train_1285,gargoyle
train_1286,bell_tower
train_1287,bell_tower
train_1288,column
train_1289,dome_inner
train_1290,altar
train_1291,bell_tower
train_1292,stained_glass
train_1293,gargoyle
train_1294,vault
train_1295,dome_outer
train_1296,altar
train_1297,gargoyle
train_1298,stained_glass
train_1299,altar
train_1300,gargoyle
train_1301,gargoyle
train_1302,column
train_1303,altar
train_1304,gargoyle
train_1305,stained_glass
train_1306,flying_buttress
train_1307,vault
train_1308,apse
train_1309,bell_tower
train_1310,dome_outer
train_1311,column
train_1312,gargoyle
train_1313,column
train_1314,altar
train_1315,column
train_1316,apse
train_1317,dome_outer
train_1318,column
train_1319,stained_glass
train_1320,gargoyle
train_1321,stained_glass
train_1322,vault
train_1323,gargoyle
train_1324,column
train_1325,dome_outer
train_1326,column
train_1327,gargoyle
train_1328,column
train_1329,dome_outer
train_1330,column
train_1331,gargoyle
train_1332,vault
train_1333,dome_outer
train_1334,apse
train_1335,gargoyle
train_1336,gargoyle
train_1337,dome_outer
train_1338,bell_tower
train_1339,column
train_1340,stained_glass
train_1341,dome_outer
train_1342,altar
train_1343,column
train_1344,stained_glass
train_1345,vault
train_1346,stained_glass
train_1347,dome_inner
train_1348,stained_glass
train_1349,column
train_1350,altar
train_1351,apse
train_1352,vault
train_1353,dome_outer
train_1354,gargoyle
train_1355,column
train_1356,column
train_1357,dome_inner
train_1358,gargoyle
train_1359,column
train_1360,vault
train_1361,bell_tower
train_1362,flying_buttress
train_1363,bell_tower
train_1364,stained_glass
train_1365,bell_tower
train_1366,column
train_1367,gargoyle
train_1368,vault
train_1369,dome_outer
train_1370,dome_outer
train_1371,stained_glass
train_1372,dome_outer
train_1373,column
train_1374,column
train_1375,dome_inner
train_1376,column
train_1377,dome_outer
train_1378,gargoyle
train_1379,flying_buttress
train_1380,stained_glass
train_1381,apse
train_1382,stained_glass
train_1383,apse
train_1384,gargoyle
train_1385,gargoyle
train_1386,altar
train_1387,gargoyle
train_1388,dome_outer
train_1389,apse
train_1390,vault
train_1391,gargoyle
train_1392,altar
train_1393,gargoyle
train_1394,flying_buttress
train_1395,vault
train_1396,apse
train_1397,dome_outer
train_1398,gargoyle
train_1399,gargoyle
train_1400,dome_inner
train_1401,dome_outer
train_1402,column
train_1403,column
train_1404,column
train_1405,dome_inner
train_1406,stained_glass
train_1407,column
train_1408,dome_inner
train_1409,column
train_1410,altar
train_1411,stained_glass
train_1412,column
train_1413,dome_outer
train_1414,stained_glass
train_1415,apse
train_1416,column
train_1417,column
train_1418,altar
train_1419,vault
train_1420,flying_buttress
train_1421,column
train_1422,dome_inner
train_1423,column
train_1424,vault
train_1425,bell_tower
train_1426,apse
train_1427,dome_inner
train_1428,altar
train_1429,stained_glass
train_1430,dome_outer
train_1431,dome_outer
train_1432,stained_glass
train_1433,stained_glass
train_1434,column
train_1435,dome_outer
train_1436,apse
train_1437,dome_outer
train_1438,gargoyle
train_1439,column
train_1440,bell_tower
train_1441,flying_buttress
train_1442,altar
train_1443,column
train_1444,bell_tower
train_1445,gargoyle
train_1446,column
train_1447,apse
train_1448,gargoyle
train_1449,vault
train_1450,gargoyle
train_1451,altar
train_1452,dome_outer
train_1453,gargoyle
train_1454,column
train_1455,column
train_1456,gargoyle
train_1457,flying_buttress
train_1458,vault
train_1459,dome_outer
train_1460,dome_outer
train_1461,column
train_1462,gargoyle
train_1463,altar
train_1464,gargoyle
train_1465,bell_tower
train_1466,column
train_1467,gargoyle
train_1468,gargoyle
train_1469,column
train_1470,dome_inner
train_1471,dome_outer
train_1472,column
train_1473,apse
train_1474,stained_glass
train_1475,stained_glass
train_1476,bell_tower
train_1477,gargoyle
train_1478,stained_glass
train_1479,gargoyle
train_1480,dome_outer
train_1481,dome_outer
train_1482,flying_buttress
train_1483,dome_inner
train_1484,dome_outer
train_1485,bell_tower
train_1486,altar
train_1487,dome_outer
train_1488,altar
train_1489,altar
train_1490,gargoyle
train_1491,column
train_1492,dome_outer
train_1493,dome_outer
train_1494,vault
train_1495,altar
train_1496,column
train_1497,dome_outer
train_1498,apse
train_1499,column
train_1500,gargoyle
train_1501,stained_glass
train_1502,dome_inner
train_1503,stained_glass
train_1504,stained_glass
train_1505,flying_buttress
train_1506,stained_glass
train_1507,gargoyle
train_1508,bell_tower
train_1509,bell_tower
train_1510,dome_outer
train_1511,dome_outer
train_1512,column
train_1513,column
train_1514,gargoyle
train_1515,column
train_1516,apse
train_1517,bell_tower
train_1518,bell_tower
train_1519,vault
train_1520,bell_tower
train_1521,bell_tower
train_1522,altar
train_1523,dome_inner
train_1524,column
train_1525,vault
train_1526,apse
train_1527,column
train_1528,gargoyle
train_1529,dome_inner
train_1530,column
train_1531,column
train_1532,column
train_1533,dome_outer
train_1534,gargoyle
train_1535,dome_outer
train_1536,gargoyle
train_1537,bell_tower
train_1538,dome_inner
train_1539,gargoyle
train_1540,bell_tower
train_1541,dome_inner
train_1542,gargoyle
train_1543,vault
train_1544,stained_glass
train_1545,stained_glass
train_1546,gargoyle
train_1547,column
train_1548,dome_outer
train_1549,vault
train_1550,gargoyle
train_1551,gargoyle
train_1552,column
train_1553,column
train_1554,gargoyle
train_1555,bell_tower
train_1556,dome_outer
train_1557,bell_tower
train_1558,gargoyle
train_1559,gargoyle
train_1560,bell_tower
train_1561,stained_glass
